TRACT,COUNTY,STATE,POP2000,POPULATION,HISPANIC_O,NH_WHT,NH_DOJ_BLK,NH_DOJ_IND,NH_DOJ_ASN,NH_DOJ_HWN,NH_DOJ_OTH,NH_DOJ_OT1,F18_POP_20,F18_POP,H18_POP,NH18_WHT,NH18_DOJ_B,NH18_DOJ_I,NH18_DOJ_A,NH18_DOJ_H,NH18_DOJ_O,NH18_DOJ_1,USSENGP02,USSENIP02,USSENR02,WELLSTONE,USSENDFL02,USSENCP02,USSENWI02,CONGGP02,CONGIP02,CONGR02,CONGDFL02,CONGNNT02,CONGWI02,MNSENGP02,MNSENIP02,MNSENR02,MNSENDFL02,MNSENCP02,MNSENICP02,MNSENWI02,MNLEGGP02,MNLEGIP02,MNLEGR02,MNLEGDFL02,MNLEGCP02,MNLEGGI02,MNLEGWI02,GOVGP02,GOVIP02,GOVR02,GOVDFL02,GOVCP02,GOVI02,GOVSW02,GOVWI02,SOSGP02,SOSIP02,SOSR02,SOSDFL02,SOSWI02,AGIP02,AGR02,AGDFL02,AGWI02,AUDGP02,AUDIP02,AUDR02,AUDDFL02,AUDWI02,USPRESGP04,USPRESR04,USPRESDFL0,USPRESSE04,USPRESSW04,USPRESCF04,USPRESBL04,USPRESC04,USPRESL04,USPRESWI04,USCONGI04,USCONGR04,USCONGDFL0,USCONGWI04,MNLEGI04,MNLEGR04,MNLEGDFL04,MNLEGWI04,USSENR06,USSENDFL06,USSENIP06,USSENWI06,GOVR06,GOVDFL06,GOVIP06,GOVWI06,AGR06,AGDFL06,AGIP06,AGWI06,SOSR06,SOSDFL06,SOSIP06,SOSWI06,AUDR06,AUDDFL06,AUDWI06,CONGR06,CONGDFL06,CONGIP06,CONGWI06,MNSENR06,MNSENDFL06,MNSENIP06,MNSENWI06,MNLEGR06,MNLEGDFL06,MNLEGIP06,MNLEGWI06,USPRESR08,USPRESDFL1,USPRESGP08,USPRESSWP0,USPRESIND0,USPRESLIB0,USPRESCP08,USPRESWI08,USSENIP08,USSENR08,USSENDFL08,USSENLIB08,USSENCP08,USSENWI08,CONGIP08,CONGR08,CONGDFL08,CONGWI08,MNLEGIP08,MNLEGR08,MNLEGDFL08,MNLEGWI08,CONGIP10,CONGR10,CONGDFL10,CONGWI10,MNSENIP10,MNSENR10,MNSENDFL10,MNSENWI10,MNLEGIP10,MNLEGR10,MNLEGDFL10,MNLEGWI10,GOVIP10,GOVR10,GOVDFL10,GOVGP10,GOVTRP10,GOVGR10,GOVEDP10,GOVWI10,SOSIP10,SOSR10,SOSDFL10,SOSWI10,AUDR10,AUDDFL10,AUDGP10,AUDGR10,AUDWI10,AGIP10,AGR10,AGDFL10,AGTRP10,AGWI10
27053020902,27053,27,2193.0000000000,2162.0000000000,126.0000000000,1806.0000000000,102.0000000000,15.0000000000,98.0000000000,1.0000000000,7.0000000000,7.0000000000,1735.0000000000,1738.0000000000,80.0000000000,1506.0000000000,65.0000000000,9.0000000000,69.0000000000,1.0000000000,4.0000000000,4.0000000000,6.8756700000,18.7184560000,511.1533750000,5.3481320000,547.2315930000,1.6557060000,0.0000000000,47.0810350000,0.0000000000,403.0546470000,615.3813010000,0.0000000000,1.0183640000,0.0000000000,0.0000000000,424.2583960000,640.7493920000,0.0000000000,0.0000000000,1.3049970000,0.0000000000,0.0000000000,456.4718730000,600.5778130000,0.0000000000,0.0000000000,0.5091830000,23.4595500000,162.8884820000,471.7472700000,425.3745990000,1.0824460000,4.9974190000,1.8141760000,0.0000000000,37.6559910000,49.5966260000,485.9437270000,496.2996850000,0.5091830000,47.2395030000,394.2366330000,630.5016940000,0.0000000000,38.5496610000,80.5051100000,434.4420100000,490.3748220000,0.7958160000,0.7974910000,581.1658440000,733.9615740000,0.5107610000,0.0000000000,0.8601860000,10.2060560000,1.8190170000,5.0716820000,2.6165080000,0.0000000000,462.8770430000,735.0098400000,85.3943100000,0.0000000000,484.9560420000,687.1603330000,2.3924730000,327.7478840000,642.2973260000,28.6871760000,0.2868300000,424.5927710000,503.0128540000,63.7699400000,0.0000000000,360.3301930000,564.2429260000,31.8641700000,0.2868300000,382.4422060000,544.8152880000,26.3312420000,0.5736580000,345.7610800000,554.6725040000,0.0000000000,333.7318490000,407.4357150000,235.6388930000,0.2868300000,355.9861880000,627.6647200000,0.0000000000,0.8604860000,360.1243970000,616.3952150000,0.0000000000,1.0860050000,532.5983880000,773.4888170000,1.0877950000,0.2869270000,18.8266990000,4.4710130000,4.8651200000,0.0000000000,206.9358770000,506.6837330000,600.6214450000,6.9208730000,4.4583540000,0.0000000000,116.0058600000,456.6105400000,676.8616060000,0.0000000000,0.0000000000,471.8523310000,773.9681880000,1.0278760000,44.8208160000,374.2110540000,452.0539240000,0.2870300000,0.0000000000,390.0811310000,527.0265380000,0.2870300000,0.0000000000,393.4669340000,518.5968650000,0.8025670000,116.3658490000,351.7810930000,459.5166600000,2.8646980000,1.5466020000,2.4662060000,2.1791770000,0.8025670000,41.0476910000,364.8561730000,489.8216790000,0.2870300000,370.4211570000,501.7430690000,20.0640440000,12.2084060000,0.2870300000,44.0238450000,320.1468020000,534.7651180000,3.4387530000,1.0895920000
27053020903,27053,27,3035.0000000000,3124.0000000000,221.0000000000,2529.0000000000,202.0000000000,43.0000000000,106.0000000000,0.0000000000,6.0000000000,17.0000000000,2329.0000000000,2453.0000000000,120.0000000000,2109.0000000000,111.0000000000,22.0000000000,80.0000000000,0.0000000000,3.0000000000,8.0000000000,8.1220400000,16.2970200000,573.4429130000,3.3143460000,637.6836450000,1.5850210000,0.5860400000,56.2127920000,0.0000000000,447.2436650000,715.8452130000,0.0000000000,0.4102100000,0.0000000000,0.0000000000,471.8261260000,747.2704600000,0.0000000000,0.0000000000,1.7521520000,0.0000000000,0.0000000000,515.2412850000,689.1997790000,0.0000000000,0.0000000000,1.9632350000,25.3569620000,182.9178550000,527.1573290000,504.8393840000,1.7550560000,5.9538760000,1.3712120000,0.5860400000,42.7429410000,62.0281670000,544.4288680000,572.5625330000,0.7529960000,51.8585340000,449.4722910000,721.5271150000,0.5860400000,43.2321600000,93.7316080000,480.7447930000,577.7737230000,1.0373060000,0.5296540000,668.9238130000,890.6432070000,0.2452630000,0.0000000000,0.6604880000,12.5082780000,0.9045710000,3.8444460000,2.4714800000,0.0000000000,537.0557420000,886.6254860000,122.4223310000,0.0000000000,557.2425760000,806.2701860000,3.5478690000,363.2776430000,762.7247450000,40.3405570000,0.2844700000,467.6599830000,611.2501140000,81.3240870000,0.0778470000,391.4553830000,682.4091430000,48.8187390000,0.8898280000,417.4101870000,655.9126160000,34.2840650000,0.5300200000,374.2692110000,674.2648100000,0.6832050000,365.5918060000,514.1057690000,258.4511980000,2.1005520000,392.2293350000,757.9902310000,0.0000000000,3.5299040000,405.5075090000,736.2225070000,0.0000000000,1.2658830000,600.9539700000,948.4248560000,2.4275700000,0.2059280000,20.7881330000,5.3118490000,5.1573990000,0.0000000000,257.6483290000,550.9057470000,747.5448780000,9.6088000000,5.2020530000,0.0000000000,147.1682070000,496.6568230000,846.3226370000,0.6150140000,0.0000000000,528.2026310000,945.8807200000,3.4164200000,54.3509520000,483.9462410000,651.6324690000,0.2449320000,0.0000000000,490.7203680000,760.5539190000,0.8298970000,0.0000000000,501.9175320000,742.5559960000,1.0812220000,152.4486690000,450.8821160000,662.6989220000,3.7222880000,1.8444830000,3.3630860000,3.0784460000,1.0415140000,58.3825810000,464.9694880000,696.1897070000,0.2449320000,471.8788170000,701.6079200000,35.4767340000,23.1142420000,0.2052260000,61.4356330000,408.0462200000,756.9522910000,8.3069110000,0.6220710000
27053021001,27053,27,5905.0000000000,5794.0000000000,305.0000000000,4296.0000000000,823.0000000000,64.0000000000,247.0000000000,3.0000000000,21.0000000000,35.0000000000,4597.0000000000,4508.0000000000,176.0000000000,3544.0000000000,541.0000000000,45.0000000000,174.0000000000,2.0000000000,12.0000000000,14.0000000000,10.5230830000,50.6977550000,1266.0058650000,11.8576280000,1377.5323920000,2.7364290000,0.0000000000,111.2743060000,0.0000000000,1008.4893480000,1518.1740650000,0.0000000000,1.0006910000,0.0000000000,0.0000000000,1048.2100160000,1585.1266640000,0.0000000000,0.0000000000,1.5060530000,0.0000000000,0.0000000000,1222.7543780000,1401.4518530000,0.0000000000,0.0000000000,1.1442430000,54.4254530000,387.3850510000,1171.2216310000,1085.4316340000,1.2964390000,11.0792090000,3.1022530000,0.8585290000,85.0868800000,125.3563390000,1208.8193050000,1230.7866170000,2.0481460000,112.6801720000,1011.6699520000,1532.1645040000,2.1916940000,86.6951350000,185.2832250000,1093.8267560000,1229.5081150000,1.6496050000,4.2885160000,1399.0735880000,1883.8178190000,0.2825110000,0.0000000000,3.7082780000,24.7050410000,3.5208420000,11.3330040000,3.8804450000,0.0000000000,1144.2807230000,1840.9902960000,164.0928090000,0.0000000000,1257.6971790000,1708.5560980000,7.1750870000,795.2181450000,1536.9838080000,78.7678860000,0.9349990000,1014.7782650000,1216.7347850000,162.8749150000,0.0000000000,866.0498970000,1345.5829180000,99.1672830000,0.9349990000,909.9159420000,1302.4153260000,77.5733980000,1.4415480000,831.9024210000,1322.3478150000,0.0000000000,812.5718110000,973.7967890000,559.9739830000,4.4329210000,850.0049970000,1513.8786360000,0.0000000000,2.8284320000,900.9443020000,1445.7251640000,0.0000000000,2.5777500000,1282.9982140000,1930.1388960000,7.8538890000,1.3632250000,43.0649460000,14.0813120000,6.2936270000,0.0000000000,534.8843360000,1208.1303830000,1501.8983510000,11.7498040000,8.6857450000,0.0000000000,269.5902530000,1065.0119690000,1734.8203700000,3.4957780000,0.0000000000,1132.0620180000,1924.6542560000,5.8077410000,92.4437140000,894.2999420000,1080.1898730000,0.5077480000,0.0000000000,932.3065180000,1245.7933940000,0.9353770000,0.0000000000,937.6568050000,1223.3511790000,0.7805980000,245.9098020000,868.0878730000,1094.8597680000,2.7272560000,1.2461810000,3.9638760000,4.3113890000,3.3947730000,99.3722710000,867.3142640000,1164.7275090000,0.5077480000,899.1238340000,1158.4108840000,52.4744570000,32.0239990000,0.5077480000,97.8619740000,794.4429920000,1244.3453990000,8.5192600000,1.2883400000
27053021002,27053,27,1897.0000000000,1906.0000000000,77.0000000000,1444.0000000000,296.0000000000,5.0000000000,71.0000000000,0.0000000000,7.0000000000,6.0000000000,1479.0000000000,1470.0000000000,42.0000000000,1188.0000000000,176.0000000000,4.0000000000,53.0000000000,0.0000000000,4.0000000000,3.0000000000,2.8379280000,14.7572380000,371.7689990000,3.4055180000,411.5000370000,0.5675850000,0.0000000000,36.8931080000,0.0000000000,285.4958850000,445.5552310000,0.0000000000,0.5675850000,0.0000000000,0.0000000000,300.8207260000,462.5827840000,0.0000000000,0.0000000000,0.5675850000,0.0000000000,0.0000000000,323.5241650000,434.7710760000,0.0000000000,0.0000000000,1.1351730000,19.8655180000,105.5710510000,332.6055430000,334.8759060000,0.0000000000,2.8379280000,1.1351730000,1.1351730000,29.5144890000,30.6496590000,347.9303740000,370.6338350000,0.0000000000,29.5144890000,294.0096900000,453.5014270000,0.5675850000,26.6765530000,46.5420730000,310.4696860000,371.2013940000,1.1351730000,1.1365810000,468.2727160000,606.3677000000,0.0000000000,0.0000000000,0.5682910000,7.3877980000,1.7048770000,3.4097530000,1.1365810000,0.0000000000,393.8264350000,577.3847730000,56.8292080000,0.0000000000,414.8532300000,540.4458130000,1.7048770000,287.3457370000,495.0312670000,29.0190770000,0.5690010000,348.2289020000,394.8870000000,63.7281650000,0.0000000000,314.6578130000,425.0441130000,42.1061080000,0.5690010000,324.8998500000,413.0950820000,25.6050640000,0.5690010000,302.7087800000,415.3710640000,0.0000000000,295.3117550000,311.2437990000,179.2354580000,1.7070050000,308.3988040000,485.9272450000,0.0000000000,0.5690010000,323.7618370000,464.3052060000,0.0000000000,1.7070050000,433.5525970000,656.8806170000,1.7091420000,1.1394270000,11.9640000000,1.7091420000,1.1394270000,0.0000000000,171.4840170000,413.6125800000,513.8823060000,3.4182900000,2.2788580000,0.0000000000,84.3177220000,354.3623220000,593.0726300000,1.1394270000,0.0000000000,394.2423100000,633.5223430000,1.1394270000,31.3736910000,297.7648290000,363.3643600000,0.0000000000,0.0000000000,312.5960500000,420.4074490000,0.5704310000,0.0000000000,312.5960500000,415.2735560000,0.0000000000,80.4307310000,292.0605440000,377.0547110000,1.1408610000,0.5704310000,0.0000000000,1.1408610000,1.1408610000,39.9301500000,290.3492300000,390.1746090000,0.0000000000,304.6100110000,382.1885970000,21.6763680000,11.9790390000,0.0000000000,35.3667070000,270.9545920000,418.1257220000,3.9930160000,0.0000000000
27053021100,27053,27,1869.0000000000,1888.0000000000,107.0000000000,1393.0000000000,259.0000000000,27.0000000000,87.0000000000,6.0000000000,2.0000000000,7.0000000000,1442.0000000000,1428.0000000000,65.0000000000,1129.0000000000,150.0000000000,19.0000000000,57.0000000000,5.0000000000,1.0000000000,2.0000000000,2.5572030000,10.3271160000,189.8337080000,0.0000000000,227.8540690000,0.1265180000,0.3884970000,20.3207630000,0.0000000000,159.3123450000,234.1250210000,0.0000000000,0.1265180000,0.0000000000,0.0000000000,158.7973360000,245.1576460000,0.0000000000,0.0000000000,0.5150150000,0.0000000000,0.0000000000,168.4560980000,234.1979130000,0.0000000000,0.0000000000,0.5150150000,13.1194880000,61.3954730000,174.9890290000,170.5608470000,0.1265180000,4.0025370000,0.3795590000,0.1265180000,10.7885100000,23.1935650000,181.8643720000,200.1071950000,0.3884970000,17.6281040000,158.1736680000,240.4406750000,0.0000000000,16.7156540000,27.2958130000,159.9628190000,198.6068350000,1.1654890000,0.8927040000,209.4799540000,307.3505190000,0.1276750000,0.1276750000,2.5473720000,2.5483910000,0.1276750000,1.0193580000,0.7640080000,0.0000000000,174.0578040000,295.4961490000,33.0065420000,0.0000000000,177.1230350000,277.5235960000,0.7640080000,212.8259810000,465.2908140000,28.0099050000,0.5045860000,265.6985510000,380.2227520000,56.1904700000,0.3757170000,220.7813620000,419.2773910000,27.2258170000,0.7623190000,233.0093710000,405.6008960000,23.3071160000,0.3757170000,215.1020520000,405.8368690000,0.8803060000,211.1180500000,324.8346760000,145.0953600000,0.7623190000,223.9904170000,459.0977850000,0.0000000000,1.3848820000,230.4646730000,448.2328890000,0.0000000000,1.3848820000,345.9298360000,656.7349920000,1.7593710000,0.0000000000,11.0146360000,3.4980800000,1.7593710000,0.0000000000,149.9032910000,337.1804180000,515.2528300000,4.6482940000,3.9978090000,0.0000000000,84.0014320000,276.7365230000,586.6845600000,2.1290000000,0.0000000000,305.0494950000,627.7654410000,2.6287250000,25.8155620000,226.0139440000,372.4519820000,0.0000000000,0.0000000000,253.6883830000,403.0772480000,0.4950970000,0.0000000000,257.6992640000,394.3174050000,0.6264660000,72.5056090000,227.4992210000,366.6118370000,0.9901920000,0.6264660000,2.2127390000,3.0009430000,1.2225520000,35.0909970000,230.0149460000,379.8579090000,0.0000000000,233.0865050000,386.6882310000,18.3086500000,12.2862540000,0.0000000000,32.7370240000,209.1100850000,402.0460440000,4.5568540000,0.0000000000
27053021200,27053,27,4632.0000000000,4500.0000000000,153.0000000000,3573.0000000000,572.0000000000,36.0000000000,141.0000000000,0.0000000000,10.0000000000,15.0000000000,3537.0000000000,3509.0000000000,92.0000000000,2942.0000000000,339.0000000000,25.0000000000,98.0000000000,0.0000000000,3.0000000000,10.0000000000,4.8555170000,20.5589870000,608.6623790000,2.9999980000,703.9058910000,1.0000030000,1.2851760000,55.5514090000,0.0000000000,477.5520000000,771.1872630000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,512.2667980000,773.0352380000,0.0000000000,0.0000000000,2.2851730000,0.0000000000,0.0000000000,576.6850840000,704.4762370000,0.0000000000,0.0000000000,3.2851710000,37.8441590000,216.3652730000,558.2516620000,513.2516670000,1.0000030000,5.5665570000,2.0000000000,0.0000000000,42.1331160000,61.4031470000,588.6699340000,600.5103210000,0.2851730000,45.4107180000,503.5519670000,757.8945470000,0.0000000000,56.5552020000,91.1141830000,534.1223250000,574.0806680000,0.8555190000,2.2799280000,598.4912380000,914.8786060000,0.0000000000,1.0000000000,2.6795800000,7.3996520000,2.9999990000,0.5598600000,3.5598590000,0.0000000000,520.8961780000,882.5599260000,108.7957820000,0.0000000000,536.6162400000,812.4419720000,1.5598600000,674.7364990000,1543.0635790000,75.1169190000,0.2748540000,897.3445610000,1222.3911640000,172.4326450000,0.2748540000,762.8592820000,1303.2274220000,85.3917650000,1.2748530000,817.7306450000,1290.8823520000,67.4677970000,0.2748540000,732.8359050000,1311.4320800000,1.5497060000,716.5610580000,1026.7304740000,478.3331090000,3.2748550000,739.4323810000,1482.7419930000,0.0000000000,3.8245620000,777.9060340000,1448.2449050000,0.0000000000,4.8245600000,1026.4331660000,1910.8544310000,4.8098040000,0.0000000000,26.6686430000,9.8895460000,10.8098060000,0.0000000000,415.8701400000,1022.4638950000,1511.1438260000,11.1594830000,11.1594830000,0.0000000000,219.4288780000,873.4030300000,1696.5237070000,3.0797430000,0.0000000000,950.3291420000,1833.3086260000,3.3496790000,82.3191390000,737.1981170000,1197.9151860000,1.0000000000,0.0000000000,784.6386160000,1325.8253700000,1.2651690000,0.0000000000,821.6161460000,1276.7264150000,4.2651660000,237.3664050000,723.9936330000,1169.9982950000,7.5303430000,0.2651690000,5.3258430000,2.3258460000,3.7955070000,81.3573600000,734.1149780000,1251.2185850000,0.0000000000,752.9711600000,1228.6657780000,52.7505830000,30.4247440000,0.0000000000,70.9708360000,662.6520250000,1317.9466800000,10.6516960000,3.9999970000
27053021300,27053,27,4310.0000000000,4428.0000000000,213.0000000000,3153.0000000000,857.0000000000,24.0000000000,144.0000000000,3.0000000000,3.0000000000,31.0000000000,3508.0000000000,3539.0000000000,132.0000000000,2672.0000000000,589.0000000000,21.0000000000,105.0000000000,3.0000000000,2.0000000000,15.0000000000,10.7771810000,18.6331070000,481.8105570000,0.2532020000,568.3326400000,1.0000820000,0.3263330000,56.9891550000,0.0000000000,408.5809850000,593.6031760000,0.0000000000,1.0000820000,0.0000000000,0.0000000000,409.5967000000,630.4822540000,0.0000000000,0.0000000000,1.2631150000,0.0000000000,0.0000000000,431.8361290000,607.9881280000,0.0000000000,0.0000000000,1.3264150000,35.9353720000,156.0252180000,454.1541260000,428.6463390000,0.8734810000,6.9373030000,2.7470430000,0.8734810000,33.7241870000,52.3151120000,457.2402840000,518.2595450000,0.3263330000,47.1895000000,400.3398550000,607.1500020000,0.0000000000,46.7547670000,67.7045330000,408.3601780000,502.3033460000,0.9789940000,3.8907880000,522.1339880000,800.0151670000,0.9357440000,0.8723210000,3.8364740000,6.5593410000,0.8723210000,2.4842060000,0.6761330000,0.0000000000,434.3944810000,760.4123380000,94.2715410000,0.0000000000,458.7507990000,700.3951530000,0.6761330000,515.1883370000,1175.6869170000,72.6226160000,1.2205620000,627.7616660000,1001.9416160000,128.3673470000,0.3494300000,537.5082540000,1063.2918850000,65.3860520000,3.1534790000,568.5863830000,1044.0423200000,53.9745150000,0.3494300000,522.9567350000,1040.8753980000,1.6970910000,497.4529920000,832.3645090000,374.6196630000,3.0263800000,530.9167540000,1184.7735360000,0.0000000000,2.9812010000,555.6678290000,1153.9916210000,0.0000000000,2.8541020000,822.0169170000,1683.8308070000,5.5581790000,0.0636800000,30.6539950000,9.3765230000,5.6855390000,0.0000000000,372.4389330000,783.9337320000,1354.5684210000,14.9563740000,10.2884660000,0.0000000000,208.6310730000,672.5988410000,1507.2521190000,5.7912500000,0.0000000000,739.9705750000,1625.8179120000,7.3399900000,64.1197750000,522.6533130000,948.7900130000,0.1914400000,0.0000000000,582.3461300000,1033.8491290000,1.4311810000,0.0000000000,578.2301010000,1022.7078930000,2.4274370000,172.2742800000,525.4791170000,932.5470610000,2.6709140000,2.2359970000,4.6528460000,9.8008390000,2.1095710000,88.5290690000,526.7354430000,958.0379610000,0.1914400000,533.8287060000,975.6117000000,57.7695620000,25.9481480000,0.0638130000,91.0143210000,481.5507420000,1010.5037210000,10.4934020000,0.1276270000
27053021400,27053,27,3331.0000000000,3137.0000000000,174.0000000000,2276.0000000000,465.0000000000,31.0000000000,166.0000000000,0.0000000000,5.0000000000,20.0000000000,2580.0000000000,2406.0000000000,104.0000000000,1888.0000000000,275.0000000000,22.0000000000,103.0000000000,0.0000000000,5.0000000000,9.0000000000,2.8100980000,22.4807880000,285.6933480000,3.7468040000,400.9074210000,1.8733950000,0.0000000000,57.1386740000,0.0000000000,228.5546960000,413.0844960000,0.0000000000,1.8733950000,0.0000000000,0.0000000000,261.3391720000,424.3249060000,0.0000000000,0.0000000000,0.9367020000,0.0000000000,0.0000000000,266.0226750000,409.3377070000,0.0000000000,0.0000000000,1.8733950000,28.1009880000,115.2140440000,242.6051920000,317.5411460000,0.0000000000,7.4935950000,1.8733950000,0.0000000000,24.3541890000,43.0881790000,248.2253730000,368.1229290000,0.0000000000,47.7716790000,222.9344910000,421.5147890000,0.0000000000,29.9743870000,60.8854660000,228.5546960000,355.0091080000,0.0000000000,0.9365750000,296.8947870000,564.7557020000,0.9365750000,0.0000000000,0.9365750000,7.4926140000,0.0000000000,0.9365750000,0.0000000000,0.0000000000,226.6515470000,538.5315520000,74.9261290000,0.0000000000,243.5099270000,492.6393050000,0.0000000000,335.2492050000,928.9586740000,55.2505630000,0.0000000000,439.1951800000,774.4443870000,103.0095290000,0.0000000000,355.8511150000,822.2033580000,58.9963700000,2.8093520000,402.6736090000,803.4743630000,55.2505630000,0.0000000000,352.1052980000,797.8556740000,1.8729000000,340.8678890000,662.0703810000,265.9518950000,0.9364500000,358.6604580000,937.3867780000,0.0000000000,2.8093520000,368.9614270000,920.5306480000,0.0000000000,0.9364500000,549.6200750000,1226.5796870000,1.8726390000,0.9363200000,19.6627280000,11.2358460000,3.7452830000,0.0000000000,267.7876220000,508.4219740000,1014.0349510000,11.2358460000,6.5542460000,0.0000000000,147.9386280000,437.2616130000,1109.5396790000,0.0000000000,0.0000000000,475.6507610000,1204.1080190000,4.6816030000,47.7455250000,394.1346400000,735.8428270000,2.8085610000,0.0000000000,435.3268400000,803.2482530000,2.8085610000,0.0000000000,433.4544570000,803.2482530000,4.6809350000,148.8536930000,381.0280140000,735.8428270000,2.8085610000,1.8723750000,2.8085610000,1.8723750000,1.8723750000,73.0225700000,394.1346400000,749.8856350000,2.8085610000,409.1136160000,733.0342420000,56.1712060000,24.3408570000,0.9361870000,69.2778170000,356.6871650000,799.5034890000,10.2980540000,1.8723750000
27053021501,27053,27,4154.0000000000,3880.0000000000,181.0000000000,2902.0000000000,595.0000000000,26.0000000000,146.0000000000,1.0000000000,2.0000000000,27.0000000000,3351.0000000000,3129.0000000000,104.0000000000,2522.0000000000,372.0000000000,21.0000000000,94.0000000000,1.0000000000,2.0000000000,13.0000000000,5.5150800000,35.0602930000,810.6594080000,22.5753690000,895.9589600000,0.9999990000,0.8787670000,62.1205900000,0.0000000000,636.2668120000,999.7459660000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,681.1757390000,1028.5638170000,0.0000000000,0.0000000000,0.8787670000,0.0000000000,0.0000000000,892.4464230000,816.5054620000,0.0000000000,0.0000000000,0.0000000000,36.9390640000,274.8762050000,748.3566420000,684.0217830000,0.9999990000,8.3938420000,2.7575350000,0.8787670000,43.4541360000,79.3932000000,795.2046300000,808.7479150000,1.8787660000,70.8479750000,657.6908510000,1000.3823030000,0.9999990000,38.4541360000,138.9987180000,685.3271250000,817.0506730000,1.8787660000,1.8808750000,947.3636920000,1244.2677880000,0.0000000000,1.8808750000,3.6426210000,15.8087170000,2.0000010000,3.7617430000,2.0000010000,0.0000000000,754.1104380000,1271.0295620000,92.0435820000,0.0000000000,902.7714390000,1123.8450940000,3.0000020000,520.5194350000,991.1236920000,55.4891560000,0.0000000000,652.3169410000,795.0073230000,111.0953370000,0.0000000000,555.7002520000,882.7410650000,59.4891590000,0.0000000000,604.0724000000,831.8370170000,37.2445760000,0.9999980000,536.6364640000,860.6667640000,0.9999980000,536.3386400000,709.9757590000,262.6160640000,1.8829680000,523.3918890000,1013.4853290000,0.0000000000,0.0000000000,588.5937340000,929.8686000000,0.0000000000,0.9999980000,866.4077950000,1356.3902350000,1.0000010000,0.0000000000,24.8506890000,8.5402780000,4.8850690000,0.0000000000,355.4735320000,804.0512170000,1053.6063220000,14.6208280000,10.5402740000,0.0000000000,172.7367630000,702.9814650000,1183.4805240000,2.8850690000,0.0000000000,811.0394130000,1237.3774490000,4.5402780000,52.5020510000,551.0982140000,700.1416300000,1.0000000000,0.0000000000,609.5029630000,797.4687120000,2.8871620000,0.0000000000,612.6002610000,776.7254460000,3.6614890000,147.4088570000,552.6624060000,719.2233840000,4.6614880000,6.4358130000,3.8871630000,4.6614880000,1.0000000000,75.0351760000,552.3083710000,742.8848770000,2.8871620000,563.6313310000,746.4335280000,32.6304250000,25.7432640000,1.0000000000,56.3892200000,511.0164560000,805.2585810000,11.0973050000,1.9999990000
27053021502,27053,27,3264.0000000000,3753.0000000000,448.0000000000,1895.0000000000,1152.0000000000,40.0000000000,153.0000000000,1.0000000000,8.0000000000,56.0000000000,2621.0000000000,2824.0000000000,258.0000000000,1731.0000000000,653.0000000000,30.0000000000,116.0000000000,1.0000000000,6.0000000000,29.0000000000,6.4849260000,14.9397070000,430.3405970000,9.4246300000,601.0410430000,0.0000000000,3.1212310000,43.8794140000,0.0000000000,333.7331720000,590.2540000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,356.8242520000,608.4361670000,0.0000000000,0.0000000000,3.1212310000,0.0000000000,0.0000000000,456.5535590000,492.4945460000,0.0000000000,0.0000000000,2.0000000000,21.0609360000,122.1237960000,400.6433560000,465.9781850000,1.0000000000,7.6061590000,1.2424650000,1.1212310000,27.5458650000,30.6067990000,395.7953890000,517.2520920000,1.1212310000,34.1520210000,342.3091700000,604.6177150000,1.0000000000,30.5458630000,59.0012850000,343.6728790000,503.9493210000,2.1212310000,3.1191310000,530.6362950000,790.7321630000,0.0000000000,0.1191290000,1.3573830000,4.1912810000,0.0000000000,3.2382540000,2.0000010000,0.0000000000,398.8895760000,761.9704220000,44.9564170000,0.0000000000,506.2285470000,667.1549230000,2.0000000000,360.4805550000,660.8762760000,32.5108420000,0.0000000000,417.6830600000,579.9926620000,47.9046570000,2.0000010000,383.2997510000,568.2589510000,38.5108430000,0.0000000000,363.9276190000,586.1629490000,27.7554210000,0.0000000000,361.3635250000,587.3332220000,0.0000000000,350.6613550000,512.0242560000,153.3839290000,2.1170300000,344.6081050000,682.5146720000,0.0000000000,2.0000010000,393.4062630000,628.1314140000,0.0000000000,2.0000020000,550.5922050000,971.6097450000,2.0000000000,0.0000000000,11.1493080000,2.4597230000,4.1149320000,0.0000000000,211.5264680000,511.9487890000,785.3937020000,8.3791740000,3.4597240000,0.0000000000,123.2632360000,466.0185590000,830.5194390000,2.1149310000,0.0000000000,517.9605980000,874.6225800000,2.4597230000,41.4979430000,335.9017970000,482.8583780000,0.0000000000,0.0000000000,381.4970340000,538.5312910000,1.1128380000,0.0000000000,390.3997240000,523.2745480000,0.3385110000,92.5911390000,345.3375890000,505.7765970000,1.3385120000,2.5641870000,1.1128380000,3.3385150000,0.0000000000,38.9648260000,350.6916340000,509.1151190000,0.1128370000,368.3686680000,488.5664570000,32.3695780000,11.2567410000,0.0000000000,46.6107800000,311.9835550000,541.7414320000,8.9026980000,1.0000020000
